3.300000000000000000e+01 1.000000000000000000e+00 3.200000000000000000e+01 2.800000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+00 -2.000000000000000000e+00 1.235574299261726992e+04 1.172057244539591037e-01
3.200000000000000000e+01 1.000000000000000000e+00 3.100000000000000000e+01 2.700000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+00 -2.000000000000000000e+00 1.235819393477554877e+04 1.399132990971894697e-01
4.500000000000000000e+01 2.000000000000000000e+00 4.600000000000000000e+01 4.200000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 -4.000000000000000000e+00 0.000000000000000000e+00 1.235897233696151670e+04 4.157903504281187240e-03
3.300000000000000000e+01 1.000000000000000000e+00 3.200000000000000000e+01 2.900000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 -3.000000000000000000e+00 -2.000000000000000000e+00 1.237536943538341802e+04 1.172057244539590926e+00
3.200000000000000000e+01 1.000000000000000000e+00 3.100000000000000000e+01 2.800000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 -3.000000000000000000e+00 -2.000000000000000000e+00 1.237714446640926872e+04 1.399132990971894586e+00
4.500000000000000000e+01 2.000000000000000000e+00 4.600000000000000000e+01 4.300000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 -3.000000000000000000e+00 0.000000000000000000e+00 1.238804899094385109e+04 4.157903504281187240e-02
3.300000000000000000e+01 1.000000000000000000e+00 3.200000000000000000e+01 2.800000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 -4.000000000000000000e+00 0.000000000000000000e+00 1.239235470527616417e+04 1.172057244539591037e-01
3.200000000000000000e+01 1.000000000000000000e+00 3.100000000000000000e+01 2.700000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 -4.000000000000000000e+00 0.000000000000000000e+00 1.239480875370071226e+04 1.399132990971894697e-01
3.300000000000000000e+01 1.000000000000000000e+00 3.200000000000000000e+01 3.000000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000000e+00 -2.000000000000000000e+00 1.239567169522212316e+04 1.172057244539590926e+00
3.200000000000000000e+01 1.000000000000000000e+00 3.100000000000000000e+01 2.900000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000000e+00 -2.000000000000000000e+00 1.239677090917541864e+04 1.399132990971894586e+00
3.300000000000000000e+01 1.000000000000000000e+00 3.200000000000000000e+01 2.900000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 -3.000000000000000000e+00 0.000000000000000000e+00 1.241197793083796387e+04 1.172057244539590926e+00
2.300000000000000000e+01 1.000000000000000000e+00 2.400000000000000000e+01 2.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+00 0.000000000000000000e+00 1.241224984301744917e+04 1.088052707389485008e+00
3.200000000000000000e+01 1.000000000000000000e+00 3.100000000000000000e+01 2.800000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 -3.000000000000000000e+00 0.000000000000000000e+00 1.241375617906816478e+04 1.399132990971894586e+00
3.300000000000000000e+01 1.000000000000000000e+00 3.200000000000000000e+01 3.100000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -2.000000000000000000e+00 1.241664967483006876e+04 2.344114489079181851e+00
3.200000000000000000e+01 1.000000000000000000e+00 3.100000000000000000e+01 3.000000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -2.000000000000000000e+00 1.241707316901412196e+04 2.798265981943789171e+00
4.500000000000000000e+01 2.000000000000000000e+00 4.600000000000000000e+01 4.400000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 -2.000000000000000000e+00 0.000000000000000000e+00 1.241779977686442362e+04 4.157903504281187240e-02
2.300000000000000000e+01 1.000000000000000000e+00 2.400000000000000000e+01 2.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.000000000000000000e+00 0.000000000000000000e+00 1.242646663549706500e+04 1.088052707389485008e+01
